TITLE,PRODUCTION_COMPANY,LOCATIONS,RELEASE_YEAR
Nine Months,1492 Pictures,Star's Café (55 Golden Gate Avenue at Van Ness),1995
Nine Months,1492 Pictures,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",1995
Nine Months,1492 Pictures,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Po",1995
Nine Months,1492 Pictures,Pierce Street between Pacific & Green Streets,1995
Nine Months,1492 Pictures,Montgomery & Vallejo Streets,1995
Nine Months,1492 Pictures,Marathon Plaza (303 2nd Street),1995
Nine Months,1492 Pictures,Jones Street at Bush,1995
Nine Months,1492 Pictures,Jack Kerouac Alley between Columbus & Grant Streets,1995
Nine Months,1492 Pictures,Chrissy Field,1995
Nine Months,1492 Pictures,Belli Building (722 Montgomery Street at Washington),1995
Nine Months,1492 Pictures,Alamo Square,1995
Nine Months,1492 Pictures,60 Spear Street,1995
Nine Months,1492 Pictures,"101 Henry Adams Place, 4th Floor",1995
Nine to Five,Twentieth Century Fox Film Corporation,Albert S. Samuels Clock (856 Market Street between Powell and Stockton,1980
Nora Prentiss,Warner Bros. Pictures,Belgravia Apartments (795 Sutter Street at Jones),1947
On the Beach,Stanley Kramer Productions,,1959
On the Road,SPAD Films,Bay Bridge,2012
On the Road,SPAD Films,Sacramento & Montgomery Streets,2012
On the Road,SPAD Films,2017 23rd Street,2012
On the Road,SPAD Films,Filbert & Leavenworth Streets,2012
Pacific Heights,Morgan Creek Productions,Texas & 19th Streets (Potrero Hill),1990
Pacific Heights,Morgan Creek Productions,Financial District,1990
Pacific Heights,Morgan Creek Productions,Chinatown,1990
Pal Joey,Columbia Pictures Corporation,"Spreckels Mansion (2080 Washington Street, Pacific Heights)",1957
Pal Joey,Columbia Pictures Corporation,Coit Tower,1957
Pal Joey,Columbia Pictures Corporation,Barbary Coast,1957
Panther,Gramercy Pictures,,1995
Parks and Recreation,"NBC Universal Media, LLC",Filbert from Hyde to Leavenworth,2014
Parks and Recreation,"NBC Universal Media, LLC",Columbus and Green,2014
Parks and Recreation,"NBC Universal Media, LLC",Larkin & Fulton,2014
Parks and Recreation,"NBC Universal Media, LLC",Embarcadero & Market,2014
Patch Adams,Bungalow 78 Productions,Treasure Island,1998
Patch Adams,Bungalow 78 Productions,Sheraton Palace Hotel (639 Market Street),1998
Patch Adams,Bungalow 78 Productions,Presidio (Golden Gate National Recreation Area),1998
Patty Hearst,Atlantic Entertainment Group,Bank of America (38th Street at Balboa Street),1988
Patty Hearst,Atlantic Entertainment Group,"Postcard Row (Alamo Square, Hayes Valley)",1988
Petulia,Warner Brothers / Seven Arts,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park",1968
Petulia,Warner Brothers / Seven Arts,"Fairmont Hotel (950 Mason Street, Nob Hill)",1968
Petulia,Warner Brothers / Seven Arts,Pier 43 1/2,1968
Petulia,Warner Brothers / Seven Arts,Cala Foods (California Street and Hyde),1968
Petulia,Warner Brothers / Seven Arts,307 Filbert Street,1968
Petulia,Warner Brothers / Seven Arts,2417 Franklin Street,1968
Petulia,Warner Brothers / Seven Arts,"Fort Point (Presidio, Golden Gate National Recreation Area)",1968
Phenomenon,Touchstone Pictures,Treasure Island,1996
Playing Mona Lisa,The Bubble Factory,Conservatory of Flowers (Golden Gate Park),2000
"Play it Again, Sam",Paramount Pictures,Balboa at 22nd Avenue,1972
"Play it Again, Sam",Paramount Pictures,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",1972
"Play it Again, Sam",Paramount Pictures,Surf Theater (4520 Irving Street),1972
"Play it Again, Sam",Paramount Pictures,Hyde Street Cable Car,1972
"Play it Again, Sam",Paramount Pictures,Aquatic Park (Jefferson Street),1972
"Play it Again, Sam",Paramount Pictures,15-17 Fresno Street,1972
Pleasure of His Company,Perlsea Company,Grace Cathedral Episcopal Church (1100 California Street),1961
Pleasure of His Company,Perlsea Company,2700 Vallejo Street (Pacific Heights),1961
Point Blank,Metro-Goldwyn Mayer,"Fort Point (Presidio, Golden Gate National Recreation Area)",1967
Point Blank,Metro-Goldwyn Mayer,Alcatraz Island,1967
Pretty Woman,Touchstone Pictures,,1990
Psych-Out,Dick Clark Productions,,1968
Pushing Dead,"Pushing Dead , LLC","Blind Cat, 3050 24th Street, San Francisco",2016
Pushing Dead,"Pushing Dead , LLC","Cordova Market, 301 Rolph Street, San Francisco",2016
Pushing Dead,"Pushing Dead , LLC","915 Naples, San Francisco",2016
Pushing Dead,"Pushing Dead , LLC","Infield Batting Cages, 1888 Clement Street",2016
Pushing Dead,"Pushing Dead , LLC",42 Walter Street,2016
Pushing Dead,"Pushing Dead , LLC",Church Street MUNI Station,2016
Pushing Dead,"Pushing Dead , LLC","Double Happiness Health, 3380 20th Street",2016
Pushing Dead,"Pushing Dead , LLC","Ele Nino Traiing Cetner, 2920 3rd Street",2016
Pushing Dead,"Pushing Dead , LLC","Matching Half Café, 1799 McAllister Street",2016
Pushing Dead,"Pushing Dead , LLC","433 Baker Street,",2016
Pushing Dead,"Pushing Dead , LLC",1069 Tennessee Street,2016
Pushing Dead,"Pushing Dead , LLC",2930 3rd Street,2016
Pushing Dead,"Pushing Dead , LLC",Hayes Street between Ashbury and Shrader,2016
Pushing Dead,"Pushing Dead , LLC","Mission Neibhrohood Health Cetner, 240 Shotweel Street",2016
Pushing Dead,"Pushing Dead , LLC",Octavia at Grove Street,2016
Pushing Dead,"Pushing Dead , LLC",Koshland Park,2016
Pushing Dead,"Pushing Dead , LLC","Daniel's Pharmacy, 943 Geneva Ave",2016
Pushing Dead,"Pushing Dead , LLC",5th Ave @ Fulton Street in Golden Gate Park,2016
Pushing Dead,"Pushing Dead , LLC","Uva Enoteca, 568 Haight Street",2016
Pushing Dead,"Pushing Dead , LLC",Turk Street between Steiner and Scott Streets,2016
Quicksilver,Columbia Pictures Corporation,Pacific Stock Exchange,1986
Quitters,"Frederick & Ashbury, LLC.",1536 Noe St.,2015
Quitters,"Frederick & Ashbury, LLC.",24 Hill St.,2015
Quitters,"Frederick & Ashbury, LLC.",21st St & Sanchez,2015
Quitters,"Frederick & Ashbury, LLC.",4015 21st St,2015
Quitters,"Frederick & Ashbury, LLC.",Tank Hill Park,2015
Quitters,"Frederick & Ashbury, LLC.",Clement St. from 6th to 7th Ave.,2015
Quitters,"Frederick & Ashbury, LLC.",Wine Impression,2015
Quitters,"Frederick & Ashbury, LLC.",Clement St. from 5th and 7th Ave.,2015
Quitters,"Frederick & Ashbury, LLC.",Claire Lilienthal Elementary School,2015
Quitters,"Frederick & Ashbury, LLC.",Yerba Buena Gardens,2015
Quitters,"Frederick & Ashbury, LLC.",Tonga Room,2015
Quitters,"Frederick & Ashbury, LLC.",Cal-Mart Supermarket,2015
Quitters,"Frederick & Ashbury, LLC.",McLaren Lodge,2015
Quitters,"Frederick & Ashbury, LLC.",Bechelli's Flower Market Café,2015
Quitters,"Frederick & Ashbury, LLC.",923 Vermont St.,2015
Quitters,"Frederick & Ashbury, LLC.",Geary from 22nd Ave to Arguello,2015
Raising Cain,Pacific Western,,1992
Red Diaper Baby,Hello Hooker Productions,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)",2004
Red Widow,Beyond Pix,York & 24th St.,2013
Red Widow,Beyond Pix,2nd St & Howard,2013
Red Widow,Beyond Pix,Montgomery & Market Streets,2013
Red Widow,Beyond Pix,Broadway & Taylor,2013
Red Widow,Beyond Pix,Mason & Sacramento St,2013
Red Widow,Beyond Pix,Geary & 27th Ave,2013
Red Widow,Beyond Pix,Geary & 20th Ave,2013
Red Widow,Beyond Pix,Pioneer Park at Coit Tower,2013
Red Widow,Beyond Pix,Vallejo Street Garage,2013
Red Widow,Beyond Pix,California & Davis St,2013
Red Widow,Beyond Pix,Golden Gate Ave & Jones,2013
Rent,Rent Productions LLC,Treasure Island,2005
Rollerball,Atlas Entertainment,,2002
Romeo Must Die,Silver Pictures,Chinatown,2000
Romeo Must Die,Silver Pictures,Embarcadero Street,2000
San Andreas,"Upside Down Productions, Inc.",2nd St. at Townsend St.,2015
San Andreas,"Upside Down Productions, Inc.",Jefferson St. at Powell St.,2015
San Andreas,"Upside Down Productions, Inc.",Grant St. at Bush St.,2015
San Andreas,"Upside Down Productions, Inc.",Vallejo Garage Roof (Vallejo at Powell),2015
San Andreas,"Upside Down Productions, Inc.",Clay St. at Taylor,2015
San Andreas,"Upside Down Productions, Inc.",Bay St. at Polk,2015
San Andreas,"Upside Down Productions, Inc.",Intersection of Lombard and Hyde,2015
San Andreas,"Upside Down Productions, Inc.",Mission between 3rd and 4th St.,2015
San Andreas,"Upside Down Productions, Inc.",555 California,2015
San Andreas,"Upside Down Productions, Inc.",Broadway and Kearney,2015
San Andreas,"Upside Down Productions, Inc.",Grant between Bush and Market,2015
San Andreas,"Upside Down Productions, Inc.",Coit Tower,2015
San Andreas,"Upside Down Productions, Inc.",TransAmerica Pyramid (600 Montgomery Street),2015
San Andreas,"Upside Down Productions, Inc.",Washington Square,2015
San Andreas,"Upside Down Productions, Inc.",Battery Spencer,2015
San Andreas,"Upside Down Productions, Inc.",Pier 43,2015
San Andreas,"Upside Down Productions, Inc.","Vallejo St. Garage, 766 Vallejo St.",2015
San Andreas,"Upside Down Productions, Inc.",Fort Baker,2015
San Andreas,"Upside Down Productions, Inc.",AT&T Stadium,2015
San Andreas,"Upside Down Productions, Inc.",AT&T Stadium,2015
San Andreas,"Upside Down Productions, Inc.",Water work in SF Bay,2015
San Andreas,"Upside Down Productions, Inc.","Stage Work, 47 Julian St.",2015
San Andreas,"Upside Down Productions, Inc.",Hyde St. at Greenwich and Hyde St. at Lombard,2015
San Andreas,"Upside Down Productions, Inc.","Asia Star Fantasy, 1126 Grant Ave.",2015
San Francisco,Metro-Goldwyn Mayer,The Barbary Coast,1936
San Francisco,Metro-Goldwyn Mayer,City Hall,1936
Sense8,"Unpronounceable Productions, LLC",18th Street between Guerrero and Valencia Streets,2015
Sense8,"Unpronounceable Productions, LLC","Atlas Café, 3049 20th St.",2015
Sense8,"Unpronounceable Productions, LLC",Clarion Alley between Valencia & Mission St.,2015
Sense8,"Unpronounceable Productions, LLC",Harrison & 20th,2015
Sense8,"Unpronounceable Productions, LLC",Folsom,2015
Sense8,"Unpronounceable Productions, LLC",16th St.,2015
Sense8,"Unpronounceable Productions, LLC",S. Van Ness,2015
Sense8,"Unpronounceable Productions, LLC",22nd St.,2015
Sense8,"Unpronounceable Productions, LLC",Harrison,2015
Sense8,"Unpronounceable Productions, LLC",20th,2015
Sense8,"Unpronounceable Productions, LLC",Z Space Studios; 450 Florida St.,2015
Sense8,"Unpronounceable Productions, LLC",375 Castro St. and 17th between Castro and Diamond St.,2015
Sense8,"Unpronounceable Productions, LLC",Corbett St.,2015
Sense8,"Unpronounceable Productions, LLC",Romain St.,2015
Sense8,"Unpronounceable Productions, LLC",Market St. overpass,2015
Sense8,"Unpronounceable Productions, LLC",Grand View Ave.,2015
Sense8,"Unpronounceable Productions, LLC",Vallejo Street Garage; 766 Vallejo St.,2015
Sense8,"Unpronounceable Productions, LLC",Laguna Honda Hospital; 375 Laguna Honda Blvd.,2015
Sense8,"Unpronounceable Productions, LLC",Irving St. at 9th Ave.,2015
Sense8,"Unpronounceable Productions, LLC","Dolores Park, 20th St. between Church & Dolores St.",2015
Sense8,"Unpronounceable Productions, LLC",Palace of Fine Arts: 3306 Lyon St.,2015
Sense8,"Unpronounceable Productions, LLC",Van Ness and 12th St.,2015
Sense8,"Unpronounceable Productions, LLC","""Metzger's Apt"" 151 Alice B. Toklas Pl.",2015
Sense8 - Season 2,"Unpronounceable Productions, LLC","Westerfeld House, 1198 Fulton St.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",67-69 Deming St.,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","The Women's Building, 3543 18th St.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","Julia Morgan Ballroom at the Merchant's Exchange Building, 465 Califor",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","Marina Morrison Bridal, 30 Maiden Ln.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","Grace Cathedral, 1100 California St.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","San Francisco City Hall, 1 Dr. Carlton B. Goodlett Pl.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","City Lights Bookstore, 261 Columbus Ave.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","Billy Goat Hill, Castro St. & 30th St.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC","The Castro Theater, 429 Castro St.",2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Mission Creek Harbor along Channel St.,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Grant between Sacramento and Jack Kerouac Alley,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Castle between Union and Green,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Green between Kearny and Montgomery,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Montgomery between Green and Broadway,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Washington between Stockton and Kearny,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Spofford between Washington and Clay,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Clay between Stockton and Grant,2016
Sense8 - Season 2,"Unpronounceable Productions, LLC",Filbert between Hyde and Jones,2016
Serendipity,Miramax Films,,2001
Serial,Paramount Pictures,Ferry Building,1980
Seven Girlfriends,White Dwarf Productions,Golden Gate Bridge,1999
Shadow of the Thin Man,Metro-Goldwyn Mayer,Bay Bridge,1941
Shang-Chi and the Legend of th,Freelance Restorations LLC,"Caifornia, Mason, Powell, Joice St and Stockton",2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Stockton and Bush,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Stockton Tunnel,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,"Bush between Jones and Powell, Mason between Pine and Sutter",2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,"Lombard, Hyde and Filbert",2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Larkin between Beach and Bay,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Jones between Post and California,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,"Bush between Hyde and Kearny, Sutter between Hyde and Kearny",2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Post between Van Ness and Kearny,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Jones between Pine and O'Farrell,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Clement between 7th and 9th Avenue,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,Noe between Alvarado and Liberty,2021
Shang-Chi and the Legend of th,Freelance Restorations LLC,"Fairmont Hotel, 950 Mason",2021
Shattered,Capella International,,1991
Shit and Champagne,"Shaboom Boom, LLC",Oasis Nightclub - 298 11th St,2020
Shit and Champagne,"Shaboom Boom, LLC",Burns Pl. Alley at 11th St,2020
Shit and Champagne,"Shaboom Boom, LLC",1814 32nd Ave,2020
Shit and Champagne,"Shaboom Boom, LLC",2 Mint Plaza,2020
Shit and Champagne,"Shaboom Boom, LLC",1090 Eddy St,2020
Shit and Champagne,"Shaboom Boom, LLC",Don Ramon's Restaurant - 225 11th St,2020
Shit and Champagne,"Shaboom Boom, LLC",57 Taylor St,2020
Shit and Champagne,"Shaboom Boom, LLC",Cargo Way at Jenning St,2020
Shit and Champagne,"Shaboom Boom, LLC",2644 Mission St,2020
Shit and Champagne,"Shaboom Boom, LLC",Bush at Grant Ave,2020
Shit and Champagne,"Shaboom Boom, LLC",Montgomery at Green St,2020
Shit and Champagne,"Shaboom Boom, LLC",Green at Jones St,2020
Shit and Champagne,"Shaboom Boom, LLC",La Ferrera Terrace at Kearny St,2020
Shit and Champagne,"Shaboom Boom, LLC",Haight at Ashbury St,2020
Shit and Champagne,"Shaboom Boom, LLC",Gerke Alley at Grant,2020
Shit and Champagne,"Shaboom Boom, LLC",Leavenworth at Greenwich St,2020
Shit and Champagne,"Shaboom Boom, LLC",Geary Blvd at Gough St,2020
Shit and Champagne,"Shaboom Boom, LLC",Steiner St and Hayes St,2020
Shit and Champagne,"Shaboom Boom, LLC",Castro btwn Market and 18th St,2020
Shit and Champagne,"Shaboom Boom, LLC",17th and Capp St,2020
Shoot the Moon,Metro-Goldwyn-Mayer (MGM),"Fairmont Hotel (950 Mason Street, Nob Hill)",1982
Silicon Valley Season 4,"Brown Hill Productions, LLC",Moscone Center Parking Garage/3rd St.,2017
Silicon Valley Season 4,"Brown Hill Productions, LLC",Howard St between 3rd and 4th St.,2017
Sister Act,Touchstone Pictures,"St. Paul's Church (Church Street, Noe Valley)",1992
Sister Act 2: Back in the Habi,Touchstone Pictures,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",1993
Sister Act 2: Back in the Habi,Touchstone Pictures,"Maritime Museum, Building 201 (Fort Mason)",1993
Sister Act 2: Back in the Habi,Touchstone Pictures,Coit Tower,1993
Sister Act 2: Back in the Habi,Touchstone Pictures,CCSF Alemany Campus,1993
Sister Act 2: Back in the Habi,Touchstone Pictures,"Carnelian Room, Bank of America Building (555 California Street, 53rd ",1993
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Manor West (750 Harrison St.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,475 Diamond St.,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Hyatt Hotel (555 North Point St.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,"Fairmont Hotel (950 Mason Street, Nob Hill)",2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,411 Shrader St.,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,883 42nd Ave.,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Mason & Sacramento St,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Unitarian Church (1187 Franklin St.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,"Huntington Park (California & Taylor Streets, Nob Hill)",2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,E Tutto Qua Restaurant (270 Columbus St.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,1328 Portola,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Clay St. at Sansome,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Montgomery Street at Post Street,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,333 Pacheco St at Lopez Ave.,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Mission Inn (5630 Mission St),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,87 Cervantes Blvd (beach),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Gaspare's Pizza House (5546 Geary Blvd.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,510 Noe Street & 18th St.,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Europa Café (4318 California St. and 5th Ave.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,New Taraval Café (1054 Taraval St.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Kansas St at 17th St.,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,City Hall,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Ocean Beach Motel (2690 46th Ave.),2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,Greenwich St at Battery St,2015
"Smile Again, Jenny Lee",Carlo Caldana/Marguery Films,2100 Pacific Ave at Laguna St,2015
Sneakers,Universal Pictures,The Embarcadero,1992
Sneakers,Universal Pictures,Hills Brothers Plaza (The Embarcadero at Harrison),1992
So I Married an Axe Murderer,TriStar Pictures,Vesuvio Café (255 Columbus Avenue),1993
So I Married an Axe Murderer,TriStar Pictures,Swedenborgian Church (2107 Lyon Street),1993
So I Married an Axe Murderer,TriStar Pictures,St. John's Presbyterian Church (25 Lake Street),1993
So I Married an Axe Murderer,TriStar Pictures,San Francisco Chronicle (901 Mission Street at 15th Street),1993
So I Married an Axe Murderer,TriStar Pictures,Rocco's Corner (Columbus Street),1993
So I Married an Axe Murderer,TriStar Pictures,Prudente's Italian Deli (1462 Grant Ave at Union),1993
So I Married an Axe Murderer,TriStar Pictures,Fog City Diner (1300 Battery Street),1993
So I Married an Axe Murderer,TriStar Pictures,Edinburgh Castle (950 Geary Street),1993
So I Married an Axe Murderer,TriStar Pictures,City Light Bookstore (261 Columbus Avenue),1993
So I Married an Axe Murderer,TriStar Pictures,Café Picaro 3120 16th Street,1993
So I Married an Axe Murderer,TriStar Pictures,Alcatraz Island,1993
So I Married an Axe Murderer,TriStar Pictures,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",1993
So I Married an Axe Murderer,TriStar Pictures,305 Hugo Street,1993
So I Married an Axe Murderer,TriStar Pictures,"1462 Grant Avenue, at Union Street",1993
Sonic the Hedgehog,"Paramount Overseas Productions, Inc.",Grid within Montgomery St; Davis St; Pacific St; Bush St,2020
Sonic the Hedgehog,"Paramount Overseas Productions, Inc.",California btwn Powell and Front,2020
Sonic the Hedgehog,"Paramount Overseas Productions, Inc.",Pine btwn Sansome and Front,2020
Sonic the Hedgehog,"Paramount Overseas Productions, Inc.",2nd St btwn Mission and Howard,2020
Sonic the Hedgehog,"Paramount Overseas Productions, Inc.",Areas around TransAmerica Building,2020
Sphere,Constant c Productions,S.S. Jeremiah O'Brien,1998
Star Trek II : The Wrath of Kh,Paramount Pictures,Golden Gate Park,1982
Star Trek IV: The Voyage Home,Paramount Pictures,"West Harbor, Marina District",1986
Star Trek IV: The Voyage Home,Paramount Pictures,North Beach,1986
Star Trek IV: The Voyage Home,Paramount Pictures,"Marina Green, Marina District",1986
Star Trek IV: The Voyage Home,Paramount Pictures,Kearny & Pacific Streets,1986
Star Trek IV: The Voyage Home,Paramount Pictures,Intersection of Grant & Fresno Streets (North Beach),1986
Star Trek IV: The Voyage Home,Paramount Pictures,Intersection of Columbus & Mason Streets,1986
Star Trek IV: The Voyage Home,Paramount Pictures,Intersection of Columbus & Kearney Streets,1986
Star Trek IV: The Voyage Home,Paramount Pictures,Golden Gate Park,1986
Star Trek IV: The Voyage Home,Paramount Pictures,Golden Gate Bridge,1986
Star Trek IV: The Voyage Home,Paramount Pictures,"Bessie Charmichael Elementary School (375 Seventh Street, SOMA)",1986
Star Trek IV: The Voyage Home,Paramount Pictures,500 Block of Pacific Avenue (Chinatown),1986
Star Trek VI: The Undiscovered,Paramount Pictures,Golden Gate Bridge,1991
Steve Jobs,RDF Productions LLC,War Memorial Opera House (401 Van Ness Avenue),2015
Steve Jobs,RDF Productions LLC,Davies Symphony Hall (201 Van Ness Ave.),2015
Steve Jobs,RDF Productions LLC,Sutter-Stockton Garage (444  Stockton),2015
Steve Jobs,RDF Productions LLC,California St. from Jones St. to Mason St.,2015
Steve Jobs,RDF Productions LLC,Powell St. from California St. to Sutter St.,2015
Steve Jobs,RDF Productions LLC,Jackson St. from Mason St. to Powell St.,2015
Steve Jobs,RDF Productions LLC,Intersection of Columbus and Kearny,2015
Steve Jobs,RDF Productions LLC,Intersection of Clay St. and Walter U Lum Plc,2015
Steve Jobs,RDF Productions LLC,Mission St and 5th St,2015
Steve Jobs,RDF Productions LLC,21st and Collingswood St.,2015
Steve Jobs,RDF Productions LLC,Castro St. between 21st an Hill St,2015
Steve Jobs,RDF Productions LLC,21st and Sanchez St,2015
Stigmata,Metro-Goldwyn Mayer,19th and Kansas St.,1999
Street Music,Pacificon Films,,1981
Sudden Fear,Joseph Kaufmann Pictures,Lombard Street,1952
Sudden Fear,Joseph Kaufmann Pictures,The Tamalpais Building (1201 Greenwich Street at Hyde),1952
Sudden Fear,Joseph Kaufmann Pictures,Brocklebank Apartments (1000 Mason Street),1952
Sudden Fear,Joseph Kaufmann Pictures,2800 Scott Street,1952
Sudden Impact,Warner Bros. Pictures,"Near Point Lobos, El Camino Del Mar",1983
Sudden Impact,Warner Bros. Pictures,Mt. Davidson,1983
Sudden Impact,Warner Bros. Pictures,"McDonald's Restaurant (701 3rd Street, SOMA)",1983
Sudden Impact,Warner Bros. Pictures,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",1983
Sudden Impact,Warner Bros. Pictures,Hall of Justice (850 Bryant Street),1983
Sudden Impact,Warner Bros. Pictures,Ferry Plaza,1983
Sudden Impact,Warner Bros. Pictures,"Fairmont Hotel (950 Mason Street, Nob Hill)",1983
Sudden Impact,Warner Bros. Pictures,Civic Center Plaza,1983
Sudden Impact,Warner Bros. Pictures,The Embarcadero/Ferry Building,1983
Sudden Impact,Warner Bros. Pictures,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",1983
Sudden Impact,Warner Bros. Pictures,"Pier 38-40, The Embarcadero",1983
Summertime,"Creative Monster Productions, Inc.",Fisherman's Wharf pier near Chapel (Port Walk #19),2015
Summertime,"Creative Monster Productions, Inc.",Oasis Nightclub (298 11th St),2015
Summertime,"Creative Monster Productions, Inc.",Broadway and Taylor St Intersection,2015
Summertime,"Creative Monster Productions, Inc.",Turk St between Lyon and Baker St,2015
Summertime,"Creative Monster Productions, Inc.",Buena Vista East & Duboce; Buena Vista East & Haight,2015
Summertime,"Creative Monster Productions, Inc.",Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,2015
Summertime,"Creative Monster Productions, Inc.",Alamo Square,2015
Summertime,"Creative Monster Productions, Inc.",Stanyan & Belgrave,2015
Summertime,"Creative Monster Productions, Inc.",Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Ba,2015
Summertime,"Creative Monster Productions, Inc.",Chinatown (Stockton @ Jackson & Jackson toward Grant,2015
Summertime,"Creative Monster Productions, Inc.",Montgomery between California and Pine,2015
Summertime,"Creative Monster Productions, Inc.",20th St and Church (3885 20th St),2015
Summertime,"Creative Monster Productions, Inc.",Duboce Park,2015
Summertime,"Creative Monster Productions, Inc.",53 Potomac St,2015
Superman,Dovemead Films,Golden Gate Bridge,1978
Susan Slade,Warner Bros. Pictures,"On Board the SS President Cleveland, docked at Pier 50",1961
Sweet November,Warner Bros. Pictures,Marquee Lofts (1000 Van Ness Avenue at Alice B. Toklas Place),2001
Sweet November,Warner Bros. Pictures,Hotel Majestic (1500 Sutter Street),2001
Sweet November,Warner Bros. Pictures,"Foote, Cone & Belding (733 Front Street at Pacific)",2001
Sweet November,Warner Bros. Pictures,Farley's Café (1315 18th Street Near Missouri),2001
Sweet November,Warner Bros. Pictures,Citicorp Center (1 Sansome Street at Sutter),2001
Sweet November,Warner Bros. Pictures,Christopher's Books (1400 18th Street),2001
Sweet November,Warner Bros. Pictures,Chrissy Field,2001
Sweet November,Warner Bros. Pictures,Blooms Saloon (18th Street between Missouri and Texas Streets),2001
Sweet November,Warner Bros. Pictures,Mission Dolores Park (Mission District),2001
Swing,unlisted,Broadway Studios (435 Broadway at Montgomery Street),2003
Swing,unlisted,Regency Building (1290 Sutter Street),2003
Swingin' Along,Twentieth Century Fox Film Corporation,Powell Street,1961
Take the Money and Run,American Broadcasting Company (ABC),Mission Street,1969
Take the Money and Run,American Broadcasting Company (ABC),Golden Gate Park,1969
Take the Money and Run,American Broadcasting Company (ABC),Bank of America (1455 Stockton Street),1969
Tales of the City,Universal Television LLC,Macondray Ln and Taylor btwn Union and Green,2019
Tales of the City,Universal Television LLC,Lyon and Broadway,2019
Tales of the City,Universal Television LLC,"Hotel Jefferson, 440 Eddy St",2019
Tales of the City,Universal Television LLC,Hyde St and Lombard St to Larkin and Lombard,2019
